mine_id,mine_name,mine_type,year,month,monthly_target_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,rainfall_mm,avg_temperature_c,equipment_uptime_pct,breakdown_hours,blasting_delays_count,avg_feed_grade_pct
40MSH05002,Dongri Buzurg,Opencast,2023,12,25000,24300,700,2.8,15.7,30.4,73.4,24.0,3,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,1,25000,19938,5062,20.25,11.4,30.8,77.5,60.2,1,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,2,25000,20812,4188,16.75,10.6,27.5,75.6,42.6,2,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,3,25000,25764,0,0.0,21.7,26.8,89.1,35.0,1,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,4,25000,24124,876,3.5,26.9,41.2,78.4,36.7,3,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,5,25000,23457,1543,6.17,5.2,43.1,81.2,59.7,4,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,6,25000,25422,0,0.0,147.9,22.5,84.9,25.9,0,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,7,25000,21198,3802,15.21,241.6,33.2,89.0,37.6,2,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,8,25000,22954,2046,8.18,144.2,27.3,90.2,44.6,2,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,9,25000,25629,0,0.0,149.4,29.9,84.3,14.1,3,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,10,25000,25278,0,0.0,14.9,23.8,91.0,37.2,2,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,11,25000,20485,4515,18.06,10.9,33.4,89.3,47.7,0,46.5
40MSH05002,Dongri Buzurg,Opencast,2024,12,25000,24618,382,1.53,4.8,25.2,89.6,13.1,3,46.5
40MSH05001,Chikla,Underground,2022,1,15000,12883,2117,14.12,28.7,27.0,82.8,47.9,2,39.5
40MSH05001,Chikla,Underground,2022,2,15000,12070,2930,19.53,22.5,26.2,74.5,56.7,0,39.5
40MSH05001,Chikla,Underground,2022,3,15000,11275,3725,24.83,23.1,28.6,76.0,43.9,0,39.5
40MSH05001,Chikla,Underground,2022,4,15000,14547,453,3.02,15.3,44.5,88.6,52.9,0,39.5
40MSH05001,Chikla,Underground,2022,5,15000,13831,1169,7.8,6.8,43.2,90.7,56.3,1,39.5
40MSH05001,Chikla,Underground,2022,6,15000,15750,0,0.0,142.0,22.4,90.9,24.8,0,39.5
40MSH05001,Chikla,Underground,2022,7,15000,12252,2748,18.32,215.0,35.0,83.6,47.4,1,39.5
40MSH05001,Chikla,Underground,2022,8,15000,14934,66,0.44,146.1,33.6,87.3,30.6,1,39.5
40MSH05001,Chikla,Underground,2022,9,15000,13788,1212,8.08,120.0,25.4,76.2,25.3,1,39.5
40MSH05001,Chikla,Underground,2022,10,15000,14634,366,2.44,30.3,25.4,73.6,30.9,2,39.5
40MSH05001,Chikla,Underground,2022,11,15000,15017,0,0.0,33.6,33.1,84.1,38.1,0,39.5
40MSH05001,Chikla,Underground,2022,12,15000,11929,3071,20.47,5.3,31.3,77.7,43.0,1,39.5
40MSH05001,Chikla,Underground,2023,1,15000,13784,1216,8.11,29.3,25.7,81.0,40.5,2,39.5
40MSH05001,Chikla,Underground,2023,2,15000,14756,244,1.63,32.6,27.4,86.6,13.1,0,39.5
40MSH05001,Chikla,Underground,2023,3,15000,13074,1926,12.84,17.0,34.3,82.5,61.3,1,39.5
40MSH05001,Chikla,Underground,2023,4,15000,13358,1642,10.95,8.6,45.4,90.2,62.0,1,39.5
40MSH05001,Chikla,Underground,2023,5,15000,15287,0,0.0,27.2,40.8,84.0,13.8,1,39.5
40MSH05001,Chikla,Underground,2023,6,15000,13274,1726,11.51,180.5,30.7,73.5,38.7,0,39.5
40MSH05001,Chikla,Underground,2023,7,15000,12229,2771,18.47,303.3,30.9,83.1,51.1,0,39.5
40MSH05001,Chikla,Underground,2023,8,15000,9897,5103,34.02,187.8,31.1,72.4,46.7,1,39.5
40MSH05001,Chikla,Underground,2023,9,15000,12525,2475,16.5,132.0,23.3,90.5,48.5,0,39.5
40MSH05001,Chikla,Underground,2023,10,15000,13046,1954,13.03,29.2,22.6,76.7,59.2,0,39.5
40MSH05001,Chikla,Underground,2023,11,15000,15128,0,0.0,7.0,35.4,84.3,25.9,0,39.5
40MSH05001,Chikla,Underground,2023,12,15000,14418,582,3.88,25.2,34.9,80.2,22.1,3,39.5
40MSH05001,Chikla,Underground,2024,1,15000,15466,0,0.0,24.2,30.0,90.1,18.5,2,39.5
40MSH05001,Chikla,Underground,2024,2,15000,15020,0,0.0,9.7,26.5,90.9,27.0,1,39.5
40MSH05001,Chikla,Underground,2024,3,15000,13644,1356,9.04,5.7,28.8,86.8,57.9,2,39.5
40MSH05001,Chikla,Underground,2024,4,15000,14481,519,3.46,32.7,44.3,87.1,23.6,1,39.5
40MSH05001,Chikla,Underground,2024,5,15000,13155,1845,12.3,26.9,40.6,91.2,59.2,0,39.5
40MSH05001,Chikla,Underground,2024,6,15000,11209,3791,25.27,184.7,26.4,83.6,50.7,1,39.5
40MSH05001,Chikla,Underground,2024,7,15000,10864,4136,27.57,325.9,32.0,73.0,57.6,1,39.5
40MSH05001,Chikla,Underground,2024,8,15000,14772,228,1.52,244.2,27.3,87.0,17.1,2,39.5
40MSH05001,Chikla,Underground,2024,9,15000,13702,1298,8.65,149.5,29.0,76.7,33.7,2,39.5
40MSH05001,Chikla,Underground,2024,10,15000,12753,2247,14.98,13.3,29.0,84.1,41.7,1,39.5
40MSH05001,Chikla,Underground,2024,11,15000,14966,34,0.23,6.2,33.4,82.8,18.9,3,39.5
40MSH05001,Chikla,Underground,2024,12,15000,14472,528,3.52,3.9,35.1,75.7,25.4,1,39.5
40MSH14004,Gumgaon,Underground,2022,1,25433,22199,3234,12.72,27.8,28.4,75.4,26.2,1,38.0
40MSH14004,Gumgaon,Underground,2022,2,25433,20344,5089,20.01,25.0,35.1,90.2,62.1,0,38.0
40MSH14004,Gumgaon,Underground,2022,3,25433,22488,2945,11.58,4.6,26.2,89.9,63.5,1,38.0
40MSH14004,Gumgaon,Underground,2022,4,25433,19723,5710,22.45,0.3,42.7,72.9,40.8,0,38.0
40MSH14004,Gumgaon,Underground,2022,5,25433,24216,1217,4.79,16.6,43.7,89.4,47.1,1,38.0
40MSH14004,Gumgaon,Underground,2022,6,25433,25161,272,1.07,126.6,31.4,89.3,20.6,3,38.0
40MSH14004,Gumgaon,Underground,2022,7,25433,23840,1593,6.26,362.7,26.5,83.0,14.7,0,38.0
40MSH14004,Gumgaon,Underground,2022,8,25433,21647,3786,14.89,155.9,24.7,85.4,12.0,1,38.0
40MSH14004,Gumgaon,Underground,2022,9,25433,25330,103,0.41,146.8,27.4,81.7,30.8,0,38.0
40MSH14004,Gumgaon,Underground,2022,10,25433,25094,339,1.33,0.8,28.0,89.5,28.0,0,38.0
40MSH14004,Gumgaon,Underground,2022,11,25433,26701,0,0.0,26.5,30.5,83.4,14.8,0,38.0
40MSH14004,Gumgaon,Underground,2022,12,25433,19815,5618,22.09,17.6,29.6,77.7,62.3,2,38.0
40MSH14004,Gumgaon,Underground,2023,1,25433,22656,2777,10.92,3.7,28.9,75.2,63.8,0,38.0
40MSH14004,Gumgaon,Underground,2023,2,25433,25646,0,0.0,22.4,23.8,80.6,26.6,1,38.0
40MSH14004,Gumgaon,Underground,2023,3,25433,20317,5116,20.12,32.0,33.7,78.0,53.8,0,38.0
40MSH14004,Gumgaon,Underground,2023,4,25433,19821,5612,22.07,10.6,42.2,73.3,64.4,0,38.0
40MSH14004,Gumgaon,Underground,2023,5,25433,25831,0,0.0,22.9,42.7,91.0,25.0,1,38.0
40MSH14004,Gumgaon,Underground,2023,6,25433,25247,186,0.73,147.1,25.0,86.8,22.0,1,38.0
40MSH14004,Gumgaon,Underground,2023,7,25433,22933,2500,9.83,355.1,35.2,82.4,30.7,0,38.0
40MSH14004,Gumgaon,Underground,2023,8,25433,21264,4169,16.39,252.2,27.5,85.9,37.9,1,38.0
40MSH14004,Gumgaon,Underground,2023,9,25433,20352,5081,19.98,183.7,28.6,86.1,61.9,0,38.0
40MSH14004,Gumgaon,Underground,2023,10,25433,22985,2448,9.62,19.1,24.4,87.2,64.2,1,38.0
40MSH14004,Gumgaon,Underground,2023,11,25433,19631,5802,22.81,30.6,31.9,81.1,40.7,2,38.0
40MSH14004,Gumgaon,Underground,2023,12,25433,22616,2817,11.08,6.6,34.6,85.5,45.6,0,38.0
40MSH14004,Gumgaon,Underground,2024,1,25433,23543,1890,7.43,21.1,23.7,73.6,39.9,1,38.0
40MSH14004,Gumgaon,Underground,2024,2,25433,23239,2194,8.63,6.1,35.8,83.2,48.4,0,38.0
40MSH14004,Gumgaon,Underground,2024,3,25433,23235,2198,8.64,3.3,35.7,77.7,34.5,1,38.0
40MSH14004,Gumgaon,Underground,2024,4,25433,18961,6472,25.45,9.7,40.4,75.2,59.4,1,38.0
40MSH14004,Gumgaon,Underground,2024,5,25433,24760,673,2.65,2.3,44.1,83.4,33.4,0,38.0
40MSH14004,Gumgaon,Underground,2024,6,25433,24523,910,3.58,255.9,24.5,83.9,34.5,1,38.0
40MSH14004,Gumgaon,Underground,2024,7,25433,23151,2282,8.97,348.5,28.8,82.9,28.2,0,38.0
40MSH14004,Gumgaon,Underground,2024,8,25433,25912,0,0.0,147.5,31.7,79.8,34.0,1,38.0
40MSH14004,Gumgaon,Underground,2024,9,25433,23780,1653,6.5,134.1,26.3,85.3,47.3,0,38.0
40MSH14004,Gumgaon,Underground,2024,10,25433,25615,0,0.0,7.4,22.3,89.9,23.2,0,38.0
40MSH14004,Gumgaon,Underground,2024,11,25433,26705,0,0.0,9.8,23.8,84.8,16.0,0,38.0
40MSH14004,Gumgaon,Underground,2024,12,25433,19098,6335,24.91,24.8,29.8,77.1,46.5,0,38.0
40MSH14008,Kandri,Underground,2022,1,5250,4355,895,17.05,18.8,28.1,77.4,44.0,3,40.0
40MSH14008,Kandri,Underground,2022,2,5250,5425,0,0.0,16.8,27.1,90.3,31.5,1,40.0
40MSH14008,Kandri,Underground,2022,3,5250,5242,8,0.15,29.3,31.1,84.3,29.7,1,40.0
40MSH14008,Kandri,Underground,2022,4,5250,5021,229,4.37,13.9,43.0,85.3,12.7,2,40.0
40MSH14008,Kandri,Underground,2022,5,5250,5229,21,0.4,4.8,42.6,81.9,33.4,1,40.0
40MSH14008,Kandri,Underground,2022,6,5250,4731,519,9.88,233.0,23.5,79.9,29.9,2,40.0
40MSH14008,Kandri,Underground,2022,7,5250,3746,1504,28.65,213.1,33.9,76.3,47.4,2,40.0
40MSH14008,Kandri,Underground,2022,8,5250,4423,827,15.75,252.5,27.8,78.5,44.2,3,40.0
40MSH14008,Kandri,Underground,2022,9,5250,5228,22,0.41,135.8,30.5,88.4,27.1,0,40.0
40MSH14008,Kandri,Underground,2022,10,5250,5106,144,2.74,19.6,32.2,79.1,44.5,1,40.0
40MSH14008,Kandri,Underground,2022,11,5250,4570,680,12.96,22.4,25.6,73.7,18.3,0,40.0
40MSH14008,Kandri,Underground,2022,12,5250,5250,0,0.0,24.5,33.0,79.0,33.4,1,40.0
40MSH14008,Kandri,Underground,2023,1,5250,5400,0,0.0,2.1,30.3,91.8,20.8,0,40.0
40MSH14008,Kandri,Underground,2023,2,5250,5080,170,3.24,29.0,31.9,90.9,33.7,1,40.0
40MSH14008,Kandri,Underground,2023,3,5250,4992,258,4.92,22.1,28.3,75.8,38.9,2,40.0
40MSH14008,Kandri,Underground,2023,4,5250,4552,698,13.3,25.2,43.0,89.9,60.8,0,40.0
40MSH14008,Kandri,Underground,2023,5,5250,4558,692,13.17,28.7,40.2,79.3,40.7,0,40.0
40MSH14008,Kandri,Underground,2023,6,5250,4452,798,15.19,220.0,34.8,86.1,47.6,1,40.0
40MSH14008,Kandri,Underground,2023,7,5250,4739,511,9.74,221.6,29.5,85.5,34.1,2,40.0
40MSH14008,Kandri,Underground,2023,8,5250,3863,1387,26.42,221.5,34.5,74.4,64.5,0,40.0
40MSH14008,Kandri,Underground,2023,9,5250,4019,1231,23.45,121.6,36.0,77.6,47.4,0,40.0
40MSH14008,Kandri,Underground,2023,10,5250,4164,1086,20.69,11.2,31.4,75.8,45.1,0,40.0
40MSH14008,Kandri,Underground,2023,11,5250,4601,649,12.37,7.4,26.4,75.6,59.8,1,40.0
40MSH14008,Kandri,Underground,2023,12,5250,4735,515,9.81,26.1,35.6,80.8,57.6,1,40.0
40MSH14008,Kandri,Underground,2024,1,5250,4097,1153,21.97,24.2,29.2,85.0,59.2,2,40.0
40MSH14008,Kandri,Underground,2024,2,5250,5308,0,0.0,11.4,35.8,85.3,14.3,0,40.0
40MSH14008,Kandri,Underground,2024,3,5250,5173,77,1.46,21.8,22.8,72.5,35.9,0,40.0
40MSH14008,Kandri,Underground,2024,4,5250,5339,0,0.0,5.8,44.1,82.3,22.6,0,40.0
40MSH14008,Kandri,Underground,2024,5,5250,4889,361,6.88,20.7,40.4,74.9,15.9,3,40.0
40MSH14008,Kandri,Underground,2024,6,5250,3769,1481,28.21,209.9,22.5,84.4,53.2,1,40.0
40MSH14008,Kandri,Underground,2024,7,5250,4128,1122,21.36,249.9,31.0,85.9,58.2,0,40.0
40MSH14008,Kandri,Underground,2024,8,5250,3885,1365,26.0,243.6,29.4,82.4,42.6,2,40.0
40MSH14008,Kandri,Underground,2024,9,5250,4460,790,15.05,127.5,35.1,82.6,44.6,1,40.0
40MSH14008,Kandri,Underground,2024,10,5250,5077,173,3.3,10.9,26.3,88.8,15.8,1,40.0
40MSH14008,Kandri,Underground,2024,11,5250,5095,155,2.96,20.8,35.1,85.6,34.0,1,40.0
40MSH14008,Kandri,Underground,2024,12,5250,3931,1319,25.12,12.4,22.7,72.6,41.4,2,40.0
40MSH14010,Munsar (Mansar),Underground,2022,1,7499,6940,559,7.46,1.2,27.1,76.7,35.7,0,37.5
40MSH14010,Munsar (Mansar),Underground,2022,2,7499,7268,231,3.09,34.5,29.8,90.6,12.3,2,37.5
40MSH14010,Munsar (Mansar),Underground,2022,3,7499,6530,969,12.93,3.4,27.9,90.7,40.7,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,4,7499,7715,0,0.0,32.0,41.3,85.3,16.2,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,5,7499,6860,639,8.52,25.8,41.8,81.3,43.8,0,37.5
40MSH14010,Munsar (Mansar),Underground,2022,6,7499,6580,919,12.26,212.7,24.2,85.8,18.8,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,7,7499,6228,1271,16.95,334.7,25.7,89.6,59.3,0,37.5
40MSH14010,Munsar (Mansar),Underground,2022,8,7499,5936,1563,20.84,174.8,32.0,85.2,45.1,0,37.5
40MSH14010,Munsar (Mansar),Underground,2022,9,7499,7251,248,3.31,172.9,23.4,86.4,38.7,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,10,7499,6972,527,7.04,0.9,26.8,88.1,59.6,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,11,7499,5601,1898,25.31,1.1,34.3,72.3,62.1,1,37.5
40MSH14010,Munsar (Mansar),Underground,2022,12,7499,5937,1562,20.84,7.7,28.0,85.0,50.5,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,1,7499,7115,384,5.13,32.8,24.3,76.7,26.0,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,2,7499,7603,0,0.0,3.7,32.1,89.1,25.6,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,3,7499,7402,97,1.3,7.8,22.8,74.1,34.9,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,4,7499,7467,32,0.43,32.9,45.4,83.3,30.8,1,37.5
40MSH14010,Munsar (Mansar),Underground,2023,5,7499,6865,634,8.46,25.5,42.7,89.1,62.0,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,6,7499,5960,1539,20.53,148.1,27.8,76.1,58.5,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,7,7499,6918,581,7.76,282.0,30.5,85.8,32.3,2,37.5
40MSH14010,Munsar (Mansar),Underground,2023,8,7499,7124,375,5.0,234.9,30.6,88.6,38.2,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,9,7499,7413,86,1.15,121.9,26.2,86.0,53.9,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,10,7499,6944,555,7.4,14.4,25.2,74.7,22.4,0,37.5
40MSH14010,Munsar (Mansar),Underground,2023,11,7499,7874,0,0.0,6.9,22.1,84.5,28.8,1,37.5
40MSH14010,Munsar (Mansar),Underground,2023,12,7499,6411,1088,14.52,0.3,33.7,72.6,61.8,2,37.5
40MSH14010,Munsar (Mansar),Underground,2024,1,7499,6851,648,8.64,22.9,27.4,84.9,14.4,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,2,7499,7874,0,0.0,31.1,23.5,88.5,23.1,1,37.5
40MSH14010,Munsar (Mansar),Underground,2024,3,7499,6459,1040,13.87,14.0,24.1,82.1,54.5,1,37.5
40MSH14010,Munsar (Mansar),Underground,2024,4,7499,6362,1137,15.16,17.2,41.5,89.7,42.6,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,5,7499,6136,1363,18.17,9.4,44.8,72.9,64.6,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,6,7499,5614,1885,25.14,188.9,34.3,80.3,40.5,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,7,7499,6369,1130,15.07,200.4,25.4,85.6,18.4,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,8,7499,5719,1780,23.74,219.7,24.5,73.6,61.8,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,9,7499,7070,429,5.72,239.5,34.1,87.5,20.9,3,37.5
40MSH14010,Munsar (Mansar),Underground,2024,10,7499,7607,0,0.0,17.8,30.2,79.2,37.2,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,11,7499,6475,1024,13.67,22.4,34.6,75.3,32.2,0,37.5
40MSH14010,Munsar (Mansar),Underground,2024,12,7499,7267,232,3.09,32.6,25.9,91.0,15.4,1,37.5
40MPR01016,Sitapatore,Opencast,2022,1,1417,1267,150,10.55,31.3,29.4,85.4,56.1,1,35.0
40MPR01016,Sitapatore,Opencast,2022,2,1417,1375,42,2.97,4.5,28.6,84.0,13.6,1,35.0
40MPR01016,Sitapatore,Opencast,2022,3,1417,1201,216,15.24,14.7,34.5,91.7,45.8,2,35.0
40MPR01016,Sitapatore,Opencast,2022,4,1417,1082,335,23.6,24.8,41.2,76.2,48.5,1,35.0
40MPR01016,Sitapatore,Opencast,2022,5,1417,1299,118,8.28,27.4,44.7,81.1,54.0,2,35.0
40MPR01016,Sitapatore,Opencast,2022,6,1417,1368,49,3.46,136.4,25.8,76.2,36.1,1,35.0
40MPR01016,Sitapatore,Opencast,2022,7,1417,882,535,37.73,329.6,31.6,73.9,60.9,3,35.0
40MPR01016,Sitapatore,Opencast,2022,8,1417,1160,257,18.12,237.5,28.3,84.7,23.7,4,35.0
40MPR01016,Sitapatore,Opencast,2022,9,1417,924,493,34.78,245.2,29.0,88.8,54.5,1,35.0
40MPR01016,Sitapatore,Opencast,2022,10,1417,1436,0,0.0,8.0,29.3,88.1,30.7,2,35.0
40MPR01016,Sitapatore,Opencast,2022,11,1417,1186,231,16.3,27.8,23.4,77.4,57.3,3,35.0
40MPR01016,Sitapatore,Opencast,2022,12,1417,1423,0,0.0,24.8,22.4,89.4,19.3,0,35.0
40MPR01016,Sitapatore,Opencast,2023,1,1417,1253,164,11.54,6.1,35.4,85.9,54.5,1,35.0
40MPR01016,Sitapatore,Opencast,2023,2,1417,1223,194,13.67,19.3,30.8,77.1,62.3,2,35.0
40MPR01016,Sitapatore,Opencast,2023,3,1417,1195,222,15.63,16.8,26.7,81.0,42.2,2,35.0
40MPR01016,Sitapatore,Opencast,2023,4,1417,1388,29,2.03,8.7,43.7,83.7,31.6,2,35.0
40MPR01016,Sitapatore,Opencast,2023,5,1417,1128,289,20.39,7.5,40.6,85.7,47.0,2,35.0
40MPR01016,Sitapatore,Opencast,2023,6,1417,1240,177,12.46,256.7,29.5,90.1,16.4,1,35.0
